Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
25,4.9,Drinks ,scooter ,29,6.209976451452326
32,4.7,Snack ,scooter ,18,7.79040120385599
22,4.7,Buffet ,electric_scooter ,16,10.90598905685506
26,4.6,Snack ,scooter ,23,19.89051422309148
32,3.7,Snack ,motorcycle ,33,12.434914295056847
24,4.1,Buffet ,electric_scooter ,34,12.293541924762451
23,4.8,Buffet ,motorcycle ,22,6.081185878424965
24,4.1,Snack ,scooter ,36,12.09935457437732
29,4.6,Drinks ,motorcycle ,16,3.1161423845620675
21,4.6,Meal ,electric_scooter ,20,17.09797235004466
26,4.5,Buffet ,motorcycle ,21,16.63522337695842
29,4.8,Buffet ,motorcycle ,21,7.601870282544973
22,4.8,Snack ,motorcycle ,26,7.762944133850834
27,4.6,Meal ,scooter ,27,6.217735074169608
27,4.7,Snack ,motorcycle ,17,13.40589201844596
35,3.8,Drinks ,scooter ,34,19.041522215595872
25,4.5,Meal ,motorcycle ,11,9.087980108018959
25,4.9,Meal ,electric_scooter ,31,10.881249731332558
22,5.0,Drinks ,motorcycle ,27,6.21785159756915
30,3.6,Snack ,motorcycle ,39,12.463883024165233
32,4.4,Buffet ,motorcycle ,22,1.5128534418483481
31,5.0,Snack ,scooter ,26,17.077992872233107
31,4.1,Snack ,motorcycle ,41,12.073616371291626
30,4.9,Buffet ,scooter ,25,13.409462339368964
36,4.8,Meal ,motorcycle ,27,4.674280110685227
36,4.7,Meal ,scooter ,29,3.0644047276325725
21,4.6,Meal ,motorcycle ,10,1.5725337268149235
26,4.6,Snack ,scooter ,15,9.192496429633048
39,4.5,Buffet ,motorcycle ,29,4.527917012670671
20,4.9,Snack ,motorcycle ,20,2.9303798276888955
23,4.9,Buffet ,motorcycle ,10,16.36837625827374
25,4.1,Snack ,motorcycle ,35,10.57024692204748
31,4.5,Drinks ,motorcycle ,23,20.50693477560286
26,4.7,Meal ,scooter ,12,3.0644857817197644
36,4.7,Drinks ,motorcycle ,28,7.546361143313376
29,4.6,Meal ,motorcycle ,21,3.073543363644063
36,3.5,Meal ,motorcycle ,40,16.601240146491758
32,4.1,Meal ,motorcycle ,40,6.049993268725798
38,5.0,Meal ,motorcycle ,29,10.707144604750185
39,4.8,Drinks ,electric_scooter ,15,4.674644234314631
27,4.6,Meal ,motorcycle ,18,16.38450239784971
35,5.0,Buffet ,motorcycle ,46,13.63128208065275
23,4.9,Meal ,motorcycle ,21,4.561113588295808
29,4.6,Snack ,motorcycle ,31,20.55801888616348
25,4.6,Drinks ,motorcycle ,23,10.417023783078472
21,4.8,Meal ,motorcycle ,21,1.5725337268149235
39,5.0,Snack ,motorcycle ,28,1.5524796367815255
24,5.0,Meal ,scooter ,26,17.13921974202615
35,4.5,Drinks ,motorcycle ,27,16.82191271356053
34,4.2,Drinks ,motorcycle ,20,3.07320240602545
21,4.8,Snack ,motorcycle ,15,10.906065218488918
39,4.6,Drinks ,scooter ,25,12.11689584822613
23,4.7,Meal ,motorcycle ,18,3.1450674360287563
20,4.2,Snack ,motorcycle ,39,12.161016218726633
24,3.5,Snack ,motorcycle ,36,20.17774245116244
22,4.8,Drinks ,motorcycle ,26,6.290134677517525
36,4.5,Drinks ,electric_scooter ,16,7.660692882999009
25,4.5,Buffet ,motorcycle ,28,20.178893713604992
38,4.6,Buffet ,scooter ,26,7.56207932049611
30,4.3,Meal ,motorcycle ,33,6.040041981318539
27,4.7,Snack ,scooter ,29,7.549949498192587
31,5.0,Buffet ,scooter ,16,4.657159717382608
30,4.5,Drinks ,motorcycle ,15,7.8030447631050475
39,4.9,Drinks ,motorcycle ,46,19.35930769560607
38,4.6,Drinks ,motorcycle ,30,19.395755421425736
29,4.9,Snack ,scooter ,13,1.5203447230031488
38,4.9,Drinks ,scooter ,26,9.31404419332287
38,4.6,Meal ,motorcycle ,33,17.097997931268214
28,4.9,Snack ,motorcycle ,25,4.560926277461535
37,4.5,Buffet ,motorcycle ,27,6.050033593447071
28,5.0,Snack ,motorcycle ,36,19.67344905101901
39,4.3,Drinks ,motorcycle ,20,4.589038751126242
27,4.9,Drinks ,scooter ,18,12.23903552698296
37,4.9,Buffet ,motorcycle ,29,3.1162419925944156
22,4.8,Snack ,electric_scooter ,10,16.819978764117742
29,4.7,Snack ,scooter ,11,4.6634387478987565
30,4.7,Meal ,motorcycle ,26,20.831229799335674
36,4.3,Drinks ,scooter ,33,13.97376091941449
29,4.5,Drinks ,motorcycle ,22,6.037605711777172
24,4.6,Drinks ,scooter ,12,4.67431876124945
36,4.7,Snack ,motorcycle ,40,6.23213948584345
31,4.6,Snack ,motorcycle ,33,6.128639387675342
29,4.6,Meal ,motorcycle ,35,10.880951366915294
34,4.9,Snack ,electric_scooter ,29,7.661373719271062
21,5.0,Buffet ,scooter ,28,4.528158738618852
32,4.8,Drinks ,motorcycle ,36,13.97000798956149
29,4.6,Meal ,motorcycle ,24,13.429131650131572
33,4.8,Buffet ,motorcycle ,22,16.476371062980103
36,4.2,Drinks ,electric_scooter ,39,16.60817542328649
21,5.0,Buffet ,motorcycle ,25,13.969878142345701
23,4.6,Buffet ,motorcycle ,32,13.97196854477091
37,4.7,Buffet ,motorcycle ,22,7.567742898402973
30,4.9,Meal ,motorcycle ,29,20.176709024411277
29,4.8,Snack ,motorcycle ,18,19.65985148218381
22,4.4,Drinks ,scooter ,37,10.707144604750185
36,4.9,Drinks ,motorcycle ,25,12.234645516830124
35,5.0,Buffet ,motorcycle ,26,3.1050491913865583
21,4.6,Drinks ,electric_scooter ,11,9.327028547146774
21,5.0,Drinks ,motorcycle ,22,20.180908601413037
32,4.6,Drinks ,electric_scooter ,26,1.5580874705098164
25,4.7,Snack ,scooter ,12,13.390667794608651
29,4.6,Buffet ,scooter ,31,9.315632086964516
39,4.9,Meal ,electric_scooter ,25,16.659440578995092
36,4.9,Snack ,electric_scooter ,21,9.181146898051665
21,4.9,Meal ,motorcycle ,19,1.5368420879982805
30,4.8,Drinks ,scooter ,15,19.877584031146913
21,4.7,Buffet ,scooter ,29,4.395374599605401
23,4.5,Buffet ,scooter ,19,1.5580841993883585
34,4.6,Snack ,motorcycle ,18,7.325371833644509
32,3.5,Drinks ,electric_scooter ,36,19.760278801463404
26,4.6,Drinks ,scooter ,10,10.255061028949342
29,4.6,Meal ,scooter ,28,6755.030714301942
22,4.9,Snack ,motorcycle ,10,1.5367469756445185
31,4.8,Buffet ,scooter ,15,7.490187108557015
35,4.7,Snack ,scooter ,15,20.856833724852457
39,4.6,Drinks ,scooter ,18,16.152889083498785
35,4.8,Meal ,motorcycle ,30,10.42985045425312
35,4.7,Drinks ,electric_scooter ,19,1.4906380412697326
24,4.9,Meal ,motorcycle ,38,13.611544388081091
32,4.9,Buffet ,scooter ,23,19.670875908324398
37,4.7,Buffet ,motorcycle ,29,16.852688970473537
22,4.8,Meal ,scooter ,19,3.0736879823780976
29,4.0,Meal ,motorcycle ,33,10.867138302361697
31,4.9,Buffet ,scooter ,25,3.0295383086384624
30,4.9,Buffet ,motorcycle ,27,4.587980157937578
36,4.6,Buffet ,motorcycle ,18,13.406350345877183
24,4.4,Buffet ,scooter ,40,19.877439597972103
38,4.7,Meal ,motorcycle ,21,7.661250453884359
21,4.7,Buffet ,scooter ,14,9.177805334975702
36,4.8,Meal ,scooter ,15,4.589345114532953
37,4.6,Drinks ,motorcycle ,31,9.15771032984614
26,4.5,Snack ,motorcycle ,15,7.683253856510185
25,4.6,Snack ,motorcycle ,14,3.105076185435365
35,3.7,Buffet ,motorcycle ,33,20.886627953331278
20,4.7,Meal ,scooter ,22,4.528225009495264
38,4.5,Snack ,motorcycle ,29,1.5725337268149235
33,4.6,Meal ,motorcycle ,35,6.050551152852564
26,4.7,Snack ,scooter ,18,4.657672651012278
30,4.8,Drinks ,scooter ,15,9.192951166232659
36,4.5,Snack ,scooter ,37,12.417907729510214
31,4.8,Meal ,motorcycle ,17,6.208989451161391
24,4.5,Drinks ,scooter ,11,1.5523182885967521
23,4.0,Snack ,scooter ,32,6.232177403494389
31,4.7,Buffet ,motorcycle ,20,9.21912356715244
20,5.0,Meal ,motorcycle ,14,3.0253327049489274
36,4.8,Drinks ,motorcycle ,35,13.610877575838096
29,4.6,Drinks ,motorcycle ,33,13.76389621084894
22,4.6,Drinks ,scooter ,25,7.562414629066464
27,4.6,Snack ,motorcycle ,34,10.427235658128273
29,4.6,Meal ,motorcycle ,19,17.29786575292793
32,4.7,Snack ,motorcycle ,41,12.257021345642608
29,5.0,Drinks ,motorcycle ,22,6.081204324917822
23,4.7,Meal ,motorcycle ,11,13.40650620322753
26,4.7,Drinks ,motorcycle ,34,14.045057793395129
38,4.6,Drinks ,motorcycle ,54,19.76074372632825
38,4.9,Snack ,scooter ,14,4.476914565334533
26,4.6,Snack ,scooter ,13,11.916679299181896
28,4.6,Meal ,motorcycle ,17,19.362530000945682
39,4.9,Buffet ,motorcycle ,28,17.29786575292793
24,5.0,Drinks ,electric_scooter ,12,7.772466272225446
38,4.7,Meal ,scooter ,28,4.560926277461535
36,4.7,Meal ,scooter ,30,8.789760927064691
23,4.7,Buffet ,motorcycle ,24,7.772466272225446
37,4.8,Meal ,motorcycle ,18,1.5294841777374801
39,4.7,Buffet ,scooter ,21,10.923515441533597
29,4.6,Snack ,motorcycle ,28,7.6597039786845444
28,5.0,Buffet ,motorcycle ,17,1.5322647887459768
21,4.7,Meal ,motorcycle ,16,1.5368588601915238
20,4.6,Buffet ,motorcycle ,16,1.5322531659609415
20,4.9,Buffet ,motorcycle ,37,13.989249784637686
33,4.6,Drinks ,scooter ,27,12.29343378708805
35,4.7,Meal ,scooter ,36,19.675003918545485
25,4.7,Drinks ,scooter ,24,4.46841244227304
22,4.9,Meal ,motorcycle ,29,11.983536458038479
36,4.8,Drinks ,motorcycle ,21,9.435201537090277
25,4.9,Snack ,scooter ,16,6.081091814002105
22,4.5,Snack ,scooter ,11,12.294124530664229
27,4.7,Meal ,motorcycle ,18,3.0294405622546208
25,4.4,Drinks ,motorcycle ,39,3.105091095918485
26,4.6,Drinks ,scooter ,10,19.659254035170576
27,4.9,Snack ,motorcycle ,23,1.5368369038287915
33,4.4,Meal ,scooter ,32,11.916606438979285
37,4.1,Meal ,scooter ,33,13.61245154122431
31,3.9,Buffet ,scooter ,43,12.237379473589236
24,2.8,Snack ,scooter ,43,12.254988310819368
33,4.8,Buffet ,motorcycle ,37,6.147215319815743
26,4.4,Meal ,motorcycle ,44,4.717601091891188
27,4.5,Meal ,motorcycle ,10,14.152800689540413
37,4.9,Meal ,motorcycle ,36,13.680927409221605
23,4.9,Drinks ,motorcycle ,19,17.29786575292793
37,4.7,Drinks ,motorcycle ,32,12.161512247145863
20,4.7,Drinks ,motorcycle ,47,19.68839456317106
25,4.2,Drinks ,motorcycle ,28,2.9795987010200835
27,4.5,Snack ,motorcycle ,22,2.9797958862035556
33,4.8,Snack ,scooter ,33,3.040893128593136
32,4.5,Drinks ,motorcycle ,47,12.351979249752914
21,4.8,Meal ,motorcycle ,12,6.2101456630978555
22,4.9,Buffet ,electric_scooter ,24,9.348431884709521
35,4.7,Meal ,motorcycle ,27,6.050551152852564
36,3.5,Buffet ,motorcycle ,34,13.830016226876191
20,4.4,Drinks ,motorcycle ,27,2.9302151117390016
25,4.9,Buffet ,scooter ,25,19.660943947688445
29,4.8,Buffet ,motorcycle ,23,1.5203013348351635
34,4.5,Snack ,motorcycle ,17,4.470286488990575
29,4.6,Drinks ,motorcycle ,12,7.683808718198486
22,4.9,Snack ,scooter ,22,17.16460940145005
26,4.5,Meal ,motorcycle ,15,17.078028601176406
33,5.0,Buffet ,motorcycle ,10,3.064659840990696
36,5.0,Snack ,motorcycle ,25,4.587356402945957
29,4.6,Snack ,scooter ,27,6.054757423204881
38,4.3,Buffet ,scooter ,38,10.58695309623452
27,4.7,Meal ,scooter ,26,6.217851412759203
37,4.1,Drinks ,motorcycle ,43,6.210618492992317
35,4.8,Drinks ,motorcycle ,16,16.903293213319177
36,4.4,Drinks ,motorcycle ,37,16.901659094652633
39,3.7,Snack ,motorcycle ,33,17.076258901135645
35,4.9,Snack ,motorcycle ,23,19.61896865415944
28,4.6,Snack ,electric_scooter ,22,6.208989451161391
32,4.7,Snack ,motorcycle ,43,12.419464414281585
38,4.9,Drinks ,motorcycle ,53,20.4429297624716
27,4.8,Buffet ,scooter ,17,1.4652035644241088
31,4.2,Drinks ,motorcycle ,44,19.688246931617524
29,3.1,Buffet ,motorcycle ,38,16.368098812784996
23,4.8,Buffet ,motorcycle ,29,4.530135887905803
38,4.2,Buffet ,electric_scooter ,34,4.663432202069106
27,4.7,Buffet ,motorcycle ,38,12.116559162483792
30,4.4,Snack ,scooter ,31,6.081387490005306
37,4.5,Snack ,motorcycle ,45,12.07428194571815
38,4.8,Meal ,motorcycle ,28,14.021848812040606
22,4.1,Snack ,motorcycle ,40,19.659824899468695
31,4.6,Drinks ,electric_scooter ,19,7.683355299177809
25,4.6,Meal ,scooter ,20,7.573528692619093
35,4.4,Drinks ,motorcycle ,36,12.421212736022733
20,4.4,Snack ,motorcycle ,49,6.058923147749853
31,3.7,Buffet ,scooter ,39,10.641495972511988
30,4.0,Drinks ,scooter ,31,9.326360257194894
24,4.5,Drinks ,scooter ,10,11.916679299181896
32,4.7,Meal ,scooter ,25,20.848074005296155
35,4.6,Meal ,motorcycle ,27,1.489842307846699
21,4.9,Drinks ,motorcycle ,29,19.760907746740646
21,4.9,Drinks ,motorcycle ,22,19.87987067718165
28,4.8,Drinks ,motorcycle ,38,20.50867173092988
20,4.6,Meal ,motorcycle ,23,3.04069785289548
20,4.6,Meal ,motorcycle ,23,1.4923480049507627
23,4.7,Buffet ,scooter ,16,13.78666969413026
30,4.5,Drinks ,scooter ,29,16.72146713386678
20,4.6,Drinks ,scooter ,20,4.657625567753413
39,4.7,Snack ,motorcycle ,29,9.087937067849792
39,4.0,Snack ,motorcycle ,41,19.471605344169507
37,4.3,Drinks ,motorcycle ,40,12.108726603628078
24,4.7,Drinks ,scooter ,14,4.681942810833391
29,4.5,Meal ,scooter ,25,6.118745338168406
32,4.4,Snack ,motorcycle ,23,3.0586973140306823
39,4.9,Drinks ,motorcycle ,20,4.596951628783533
39,4.7,Drinks ,motorcycle ,41,13.786698988585348
25,4.6,Buffet ,motorcycle ,23,1.552233037222176
33,3.8,Meal ,motorcycle ,40,10.433242610194462
29,4.8,Snack ,motorcycle ,28,19.914686965560655
36,4.6,Buffet ,scooter ,21,12.100079055435623
29,4.6,Drinks ,scooter ,15,19677.18055191989
37,4.7,Meal ,motorcycle ,27,6.050406061154578
37,4.7,Snack ,electric_scooter ,20,7.562272054826738
29,4.7,Drinks ,electric_scooter ,19,3.1054927173985987
22,4.6,Meal ,scooter ,20,9.314115494659054
34,3.7,Meal ,motorcycle ,35,13.972751063602479
33,4.9,Meal ,motorcycle ,18,9.193021332761605
36,4.2,Snack ,motorcycle ,44,13.583440059822648
24,4.9,Buffet ,scooter ,15,1.5125746920828411
24,4.6,Buffet ,motorcycle ,20,17.07428328032532
34,4.1,Snack ,motorcycle ,37,10.641103649689736
23,4.9,Buffet ,motorcycle ,27,12.293787312080761
25,4.5,Meal ,motorcycle ,27,7.763197144629936
25,4.4,Buffet ,motorcycle ,32,11.007734763484695
22,4.6,Snack ,motorcycle ,16,9.17927668819349
38,4.6,Drinks ,motorcycle ,22,10.881463659722227
37,4.9,Buffet ,scooter ,20,3.040893128593136
25,4.6,Meal ,scooter ,22,13.682164847603206
36,4.7,Snack ,scooter ,19,4.588387205631515
32,4.8,Buffet ,motorcycle ,25,6.058853850930428
38,4.5,Snack ,scooter ,25,1.5524148940014801
36,4.8,Buffet ,motorcycle ,16,11.916606438979285
31,4.4,Meal ,motorcycle ,51,20.20724042546301
35,3.9,Meal ,scooter ,32,19.363211607051852
23,4.6,Drinks ,scooter ,32,14.02229828219938
22,4.7,Snack ,motorcycle ,12,19.61891834739883
30,4.6,Buffet ,motorcycle ,18,12.420750050138528
29,4.6,Meal ,motorcycle ,16,20.4429297624716
28,4.8,Buffet ,scooter ,18,10.587929946708213
22,4.6,Snack ,motorcycle ,24,16.827953238320355
26,4.0,Meal ,motorcycle ,35,16.853618729835706
30,4.9,Meal ,scooter ,30,14.152800689540413
33,4.5,Meal ,motorcycle ,40,13.682511992343144
38,4.8,Meal ,motorcycle ,24,4.657195393355107
28,4.7,Buffet ,scooter ,18,1.5126859723416402
25,4.9,Meal ,motorcycle ,19,17.137487720466137
24,4.5,Snack ,motorcycle ,10,3.073618469059198
32,4.7,Meal ,scooter ,18,7.4486445158952135
34,4.8,Buffet ,scooter ,25,1.5297232856231069
26,4.4,Snack ,motorcycle ,33,1.5581570011851111
27,4.6,Drinks ,electric_scooter ,11,14.021756535150903
26,4.9,Snack ,motorcycle ,25,16.66009720486636
34,4.7,Buffet ,motorcycle ,23,1.5203565968822341
25,4.9,Meal ,motorcycle ,20,10.68384582810996
26,4.7,Buffet ,motorcycle ,19,4.67431876124945
37,4.8,Buffet ,scooter ,18,16.72128810379679
28,4.6,Snack ,motorcycle ,11,1.558136979005597
33,5.0,Snack ,electric_scooter ,30,7.762480219087328
36,4.3,Meal ,motorcycle ,31,1.5368588601915238
24,4.8,Meal ,motorcycle ,29,4.610339345485858
26,4.7,Buffet ,scooter ,20,19.915547551549047
37,4.7,Snack ,motorcycle ,28,3.0295354155026524
34,4.5,Meal ,motorcycle ,26,16.38490093375556
31,4.3,Drinks ,scooter ,33,12.435238524001276
23,4.5,Drinks ,scooter ,16,13.610877575838096
37,4.8,Drinks ,scooter ,22,2.979500009006309
21,4.2,Buffet ,motorcycle ,21,9.326113871164573
29,4.6,Snack ,motorcycle ,22,17188.405447683217
35,4.7,Drinks ,motorcycle ,38,20.506685809863864
24,4.9,Meal ,motorcycle ,38,13.409281444783062
30,4.0,Buffet ,motorcycle ,36,6877.592421324836
20,5.0,Buffet ,scooter ,28,13.969606427755293
26,4.9,Buffet ,electric_scooter ,12,17.098467518614925
30,4.1,Drinks ,motorcycle ,28,1.5580841993883585
21,4.9,Meal ,electric_scooter ,23,9.220418694037471
39,4.5,Drinks ,motorcycle ,28,6.037116126989534
22,4.8,Meal ,motorcycle ,19,4.589124571667179
27,4.8,Meal ,scooter ,15,10.641103649689736
22,4.6,Meal ,motorcycle ,18,1.5100862757294724
22,4.6,Meal ,scooter ,36,12.234645516830124
30,4.9,Buffet ,motorcycle ,22,3.0582815756942145
22,4.7,Meal ,scooter ,17,7.660957437044129
24,4.6,Meal ,scooter ,19,14.022253081305234
24,4.6,Drinks ,electric_scooter ,26,7.719450234526917
28,4.7,Buffet ,scooter ,12,9.190403104949057
35,4.9,Meal ,motorcycle ,10,8.810898572071803
22,5.0,Meal ,motorcycle ,26,4.537516076167612
26,4.2,Buffet ,motorcycle ,19,4.544208221626008
27,4.8,Drinks ,motorcycle ,20,3.064510471475462
35,4.8,Meal ,motorcycle ,23,16.824331819016464
33,4.2,Buffet ,motorcycle ,23,3.0594433395862812
30,4.6,Meal ,motorcycle ,54,14.022476786546209
21,5.0,Snack ,motorcycle ,16,1.5524082378587014
35,4.0,Meal ,scooter ,38,13.766855008642874
30,4.6,Buffet ,electric_scooter ,21,1.558099461670861
22,4.6,Snack ,scooter ,38,20.183481365933037
27,4.9,Buffet ,motorcycle ,19,12.162115706714326
38,4.8,Meal ,motorcycle ,28,10.641490945918338
35,4.0,Drinks ,scooter ,34,4.560738018286098
28,4.6,Meal ,motorcycle ,24,13.969535082190452
39,4.1,Meal ,electric_scooter ,38,12.464189804888846
21,4.7,Drinks ,motorcycle ,15,3.116238559583095
28,4.9,Meal ,motorcycle ,15,3.1450674360287563
30,4.9,Buffet ,motorcycle ,27,17.09838855622529
38,4.8,Drinks ,scooter ,20,8.988016321806782
27,4.3,Snack ,motorcycle ,43,13.631343697769548
24,4.3,Meal ,motorcycle ,38,10.880935438239545
25,5.0,Meal ,motorcycle ,23,20.176811965104577
34,4.9,Meal ,motorcycle ,29,9.435201537090277
24,4.9,Snack ,motorcycle ,43,20.85333460815147
32,4.1,Buffet ,motorcycle ,39,19.87987067718165
30,4.7,Buffet ,motorcycle ,54,16.901690663513595
27,3.5,Snack ,motorcycle ,48,4.5892658603852725
29,4.5,Snack ,motorcycle ,15,9.327028547146774
35,4.0,Drinks ,motorcycle ,37,10.595329147969506
21,4.9,Snack ,motorcycle ,14,3.0272382444832213
31,4.7,Drinks ,scooter ,26,13.6112544683017
24,5.0,Buffet ,scooter ,15,13.973142050196238
37,4.8,Buffet ,motorcycle ,16,4.596745626546727
23,4.6,Snack ,scooter ,31,1.5305886444457644
29,4.6,Buffet ,motorcycle ,34,7.803382235102284
22,4.8,Snack ,scooter ,10,3.0527358303669794
26,5.0,Snack ,motorcycle ,15,6.050461888294837
28,4.9,Drinks ,motorcycle ,19,13.7673187770518
38,4.6,Buffet ,motorcycle ,46,7.790362125420462
35,4.8,Meal ,motorcycle ,29,11.917779612871835
27,4.8,Buffet ,motorcycle ,27,4.717601091891188
21,4.7,Buffet ,scooter ,13,1.5202946803714215
24,4.7,Drinks ,scooter ,18,19.66312592286387
34,4.5,Meal ,motorcycle ,28,6.1469671520834686
29,5.0,Meal ,motorcycle ,17,6.080918143434466
39,4.4,Snack ,motorcycle ,23,7.683782781914389
34,4.2,Buffet ,scooter ,32,13.972194587412096
37,4.0,Snack ,motorcycle ,35,16.721976049018803
29,4.6,Buffet ,electric_scooter ,53,12.099896960400065
23,4.8,Snack ,motorcycle ,13,1.5204556865077161
38,4.2,Drinks ,motorcycle ,31,7.720670490289133
34,5.0,Meal ,motorcycle ,16,7.645374027131565
37,4.3,Buffet ,motorcycle ,34,9.074377511954912
26,4.8,Meal ,motorcycle ,20,7.567716653060335
38,4.7,Drinks ,motorcycle ,43,12.417550915993965
35,3.5,Buffet ,scooter ,35,12.256687342479019
30,4.9,Buffet ,scooter ,23,4.596666924488946
21,4.6,Drinks ,scooter ,23,20.182068898017356
36,4.2,Buffet ,motorcycle ,31,16.60104618926184
30,4.4,Snack ,motorcycle ,25,1.526395462591333
20,4.1,Meal ,scooter ,36,11.007734763484695
20,5.0,Drinks ,motorcycle ,21,12.4349131324917
22,4.9,Snack ,scooter ,26,20.205786629121544
34,4.8,Buffet ,motorcycle ,27,19.91513566461454
36,4.9,Drinks ,motorcycle ,49,19.915298664415023
24,4.3,Meal ,motorcycle ,39,20.182728669254885
22,4.8,Buffet ,motorcycle ,17,1.5581322358833443
29,4.3,Snack ,scooter ,38,16.852572769174134
31,4.9,Snack ,motorcycle ,28,1.5101672490344749
29,4.8,Meal ,electric_scooter ,15,9.314419797097061
36,4.6,Meal ,electric_scooter ,23,4.46841244227304
33,4.3,Snack ,motorcycle ,27,3.0582815756942145
32,4.9,Meal ,electric_scooter ,16,9.05602427660432
29,4.6,Meal ,motorcycle ,19,2.979500009006309
34,4.1,Buffet ,scooter ,31,4.5279730551796655
50,6.0,Buffet ,scooter ,17,13.58900660112065
21,4.6,Drinks ,scooter ,16,14.021840170739395
20,4.4,Drinks ,motorcycle ,20,1.5544994867570232
33,5.0,Meal ,motorcycle ,25,3.12126051234491
24,4.6,Drinks ,motorcycle ,13,9.192881349171465
28,4.8,Snack ,electric_scooter ,22,4.6637727624128456
25,4.8,Drinks ,motorcycle ,27,9.122105539321025
39,3.8,Buffet ,scooter ,32,19.088419909018278
30,4.8,Drinks ,motorcycle ,30,7.64855794803475
23,4.6,Buffet ,motorcycle ,13,4.65664902850355
38,4.1,Drinks ,motorcycle ,36,9.074331008008112
38,4.7,Meal ,motorcycle ,17,7.762556904465335
26,4.9,Meal ,motorcycle ,33,14.021848812040606
29,4.9,Meal ,scooter ,21,3.0527456970680777
27,4.9,Snack ,scooter ,19,19.624936204845945
29,4.6,Meal ,motorcycle ,22,10.8650841899079
22,4.6,Drinks ,motorcycle ,20,1.4897994983731415
29,4.6,Meal ,motorcycle ,31,9.07542357374812
22,4.7,Meal ,motorcycle ,48,19.688308620397095
27,4.5,Snack ,motorcycle ,38,17.138041435393166
22,4.7,Snack ,scooter ,21,9.435201537090277
37,3.8,Drinks ,scooter ,39,12.417550915993965
23,4.6,Meal ,scooter ,29,16.72067899260655
29,4.9,Buffet ,motorcycle ,29,7.86266816742606
34,4.2,Buffet ,motorcycle ,33,4.544215519320998
33,4.9,Meal ,electric_scooter ,28,10.865776701496644
32,4.4,Snack ,motorcycle ,27,3.0527387413718765
34,4.3,Meal ,scooter ,39,4.656557579526109
25,4.8,Drinks ,motorcycle ,15,7.573406194882846
23,4.5,Drinks ,motorcycle ,25,1.552692946068204
29,4.6,Buffet ,electric_scooter ,28,7.683556858538816
32,4.8,Snack ,motorcycle ,25,3.0253456549862583
20,4.9,Snack ,scooter ,23,20.178298581521105
30,5.0,Buffet ,scooter ,19,6.290134677517525
23,5.0,Meal ,motorcycle ,25,10.64143695498646
33,5.0,Drinks ,motorcycle ,26,7.86266816742606
24,4.7,Drinks ,electric_scooter ,19,1.552216561794676
38,4.5,Drinks ,scooter ,16,9.31507106016105
36,3.6,Snack ,motorcycle ,42,20.4429297624716
34,4.9,Meal ,motorcycle ,33,6.117761953268655
32,5.0,Snack ,motorcycle ,32,3.1051337342224157
30,4.7,Meal ,scooter ,45,17.137377985712533
27,4.8,Buffet ,scooter ,24,13.631449198575298
26,4.4,Snack ,motorcycle ,18,1.552692946068204
21,5.0,Drinks ,scooter ,17,10.707345039851985
35,4.8,Meal ,motorcycle ,21,4.589099457865436
25,4.1,Snack ,motorcycle ,16,9.22037306742154
38,4.9,Drinks ,motorcycle ,26,16.722543155263836
39,3.6,Drinks ,scooter ,42,12.418029174685827
21,4.6,Meal ,motorcycle ,17,9.348403335600413
35,4.1,Snack ,scooter ,32,19.884318574951305
38,3.9,Meal ,motorcycle ,38,13.990192142373546
32,4.8,Snack ,scooter ,26,7.562317944931639
23,4.9,Snack ,motorcycle ,24,1.560663034831492
28,4.7,Meal ,motorcycle ,22,8.938685874216494
35,4.1,Buffet ,motorcycle ,48,12.161131350457417
31,4.3,Drinks ,motorcycle ,44,10.565262855256629
30,4.5,Drinks ,scooter ,39,13.40650620322753
39,4.9,Snack ,motorcycle ,20,10.445547500482315
32,4.9,Meal ,motorcycle ,25,7.5679971385631655
23,4.3,Drinks ,motorcycle ,31,12.116559162483792
29,4.7,Meal ,motorcycle ,23,10.725566076395744
32,3.8,Snack ,motorcycle ,39,12.103166362971137
32,5.0,Meal ,motorcycle ,19,3.1161417135563956
20,4.9,Snack ,scooter ,11,6.210946742207283
27,4.6,Drinks ,motorcycle ,17,4.544264510460104
29,4.6,Meal ,motorcycle ,32,12.419572625499269
20,4.9,Buffet ,motorcycle ,17,19.367701972172913
38,4.6,Meal ,motorcycle ,29,7.448363764933636
22,4.5,Buffet ,motorcycle ,18,16.113654434973625
39,4.6,Snack ,motorcycle ,47,10.587145367018296
33,5.0,Snack ,electric_scooter ,40,13.216215992541326
37,4.1,Meal ,electric_scooter ,32,13.830206237618128
31,4.8,Buffet ,scooter ,29,1.5580838609960914
37,5.0,Buffet ,scooter ,20,17.29786575292793
21,4.8,Drinks ,electric_scooter ,24,1.489842307846699
28,4.9,Drinks ,motorcycle ,19,19.839316838764287
20,4.9,Drinks ,scooter ,31,9.157620842572006
39,5.0,Drinks ,scooter ,19,3.1044024323374195
39,4.6,Drinks ,electric_scooter ,26,4.469351491184606
38,4.7,Drinks ,motorcycle ,34,5.9588470278914665
25,4.7,Snack ,electric_scooter ,21,6.209532713855932
29,4.6,Meal ,motorcycle ,19,3.1051337342224157
28,4.8,Buffet ,scooter ,18,4.663344842290264
28,4.7,Drinks ,motorcycle ,40,10.641572477651845
35,4.7,Snack ,scooter ,27,16.721296009800305
